epoch,train_loss,train_query_ce,train_support_ce,train_g_norm,train_base_logit_rms,train_person_correction_rms,train_person_to_base_ratio,val_nll,person_scale,lr
29,1.5200525454755098,1.2157341061897997,1.217040147421495,0.5839231610298157,0.5497818797264459,0.012715392394588803,0.02317264971305739,1.1888733543819796,0.1706782877445221,0.0003
30,1.5178512717193027,1.215421368490975,1.2094919951456897,0.5691017143006595,0.5575672787315441,0.013871634115447413,0.024904973594085226,1.1884810714651384,0.17476405203342438,0.0003
31,1.499118055937425,1.194292279909242,1.2190665546453223,0.591340997871363,0.5644942128433371,0.014650866740717078,0.025971390552959352,1.1874475639735498,0.17879796028137207,0.0003
32,1.5158803642920728,1.2139397319757714,1.2075203117334619,0.6057122923293203,0.5713208104079625,0.015113062945739279,0.026461060598211468,1.187715020138366,0.18277397751808167,0.0003
33,1.5267916490446847,1.2249038624313642,1.2073139424593944,0.5931165938107472,0.5536890873369181,0.01662763629881841,0.030076826377859654,1.187586500426079,0.1872406303882599,0.0003
34,1.5048888584352889,1.2025779868071933,1.2090029019229818,0.6015428237195285,0.5570808148609018,0.017544765042949398,0.031588338948083376,1.1862930307045345,0.19200243055820465,0.0003
35,1.4985704039627652,1.1956104422515292,1.211599129550862,0.6018411832035713,0.5690564175821701,0.018929045418945124,0.033333194213655756,1.1856294335365611,0.19696176052093506,0.0003
36,1.5309124240335428,1.2309756863791987,1.1994995148676746,0.6184921905679522,0.5564906703975966,0.0199179221647528,0.03584851078548521,1.1857737072569599,0.2014535814523697,0.0003
37,1.492522860473057,1.1899934647218235,1.2098494430757918,0.6702333148920311,0.5685948729515076,0.021277516588287533,0.03745229373563011,1.1854038100582962,0.20595555007457733,0.0003
38,1.52041443338934,1.2196509635673378,1.2028032721213575,0.62645785651117,0.5699358059550231,0.022325175761614205,0.03924436691515851,1.185689526097036,0.20999707281589508,0.0003
39,1.5128595671563778,1.2116786556423835,1.2044972856089753,0.5659985210535661,0.5562570044454539,0.02308229427292662,0.041528833784022424,1.1843441605067586,0.21443583071231842,0.0003
40,1.5141070226453386,1.2115473387376317,1.2100126788301289,0.565095196917372,0.5510196567706342,0.024128362782440096,0.04382244863037793,1.1841639824914392,0.21927475929260254,0.0003
41,1.4907747349649105,1.1876380825942416,1.2123206359035563,0.5649637220040807,0.5707485979458071,0.02555349715194612,0.044844363165913885,1.1826503229606276,0.22414784133434296,0.0003
42,1.5180539342592347,1.217370388642797,1.2025053163744368,0.5721745170512289,0.5660330467628982,0.026274348415856092,0.046460610375089466,1.1838710464108104,0.2284466177225113,0.0003
43,1.5147175001648236,1.212791069498602,1.2074707656536463,0.5873609477618955,0.5662355209296605,0.02663068343305363,0.0470727745373294,1.1831387262250128,0.23303449153900146,0.0003
44,1.497664451599121,1.1964564818256307,1.2046055321423512,0.5659489305514209,0.5578914695190933,0.027982769674568805,0.0502105731306211,1.1816509829065949,0.2382335066795349,0.0003
45,1.5027412176132202,1.2013597420926363,1.2052857560931511,0.6003728475210801,0.5668867337253859,0.03024264839741419,0.0534167266538683,1.1809508499533696,0.24319589138031006,0.0003
46,1.5041503298957393,1.203686293566002,1.2016206709843762,0.5886781389983196,0.5695878267288208,0.032002274474164226,0.05632812635235067,1.1805511798101618,0.2483312338590622,0.0003
47,1.4851125748652332,1.1828712213714168,1.208739793525552,0.5640047850473872,0.5818470148545392,0.03311787081776925,0.05702719535186605,1.1797171167612208,0.25432008504867554,0.0003
48,1.498443900414233,1.1985641335541348,1.1992802934826545,0.5968241309219936,0.570788563422437,0.03413489756156814,0.05981503511374851,1.1798375702561215,0.2602052092552185,0.0003
49,1.498977339492654,1.198863389357081,1.2002081758571121,0.6191225726649446,0.5759332461177178,0.03734663972314799,0.06497262186318073,1.1793556190200558,0.26588937640190125,0.0003
50,1.497836652791725,1.1984279065761927,1.197388381328223,0.6164797477002414,0.5727805000431133,0.03800257724129929,0.06649851018808922,1.179240606889922,0.2709066867828369,0.0003
51,1.5018063851122587,1.2018734216690063,1.1994865772859105,0.6131986143454066,0.5835437336057987,0.040423122709089855,0.06937577371608536,1.1790917206460432,0.27630889415740967,0.0003
52,1.5068862078324803,1.206843909227623,1.1999155642851345,0.6340772633282643,0.563530297211881,0.04108559986892736,0.07305808843306776,1.178909272959306,0.28176215291023254,0.0003
53,1.503867412513157,1.202674760008758,1.204516298366043,0.6356930215403719,0.559717835682743,0.04273165544530131,0.07653898113178757,1.1785354152942114,0.28745952248573303,0.0003
54,1.4998122408704937,1.2015671055271941,1.192737361170211,0.6079238203336608,0.5655112733256142,0.04359078400258748,0.07719018844501027,1.1781412064574466,0.29315489530563354,0.0003
55,1.5075777274257731,1.2064022005728956,1.2044627598996431,0.5982492881001167,0.5649773180484772,0.045480976338094135,0.08068043822949787,1.1784519706543939,0.29910144209861755,0.0003
56,1.5001151179367642,1.1988333778561286,1.2048871967027772,0.5992630618923115,0.566614458583436,0.04782722299953677,0.08450207564066041,1.1782791175266643,0.30523380637168884,0.0003
57,1.501934753274018,1.200738452515512,1.2045387816878985,0.6159376681975599,0.5702277759336075,0.04918671518845378,0.08645287591893717,1.177213580933518,0.311505526304245,0.0003
58,1.4950014690183244,1.1945555120144251,1.2015359334225924,0.6198475675762825,0.5687818645306353,0.0506983644698026,0.08936684986330429,1.1770233851278964,0.31684204936027527,0.0003
59,1.5008657226022684,1.201761614601567,1.1961570438349023,0.6484221501170464,0.5840286005218074,0.0536947729733755,0.09213061405802672,1.1777821755231785,0.3229592442512512,0.0003
60,1.503088467525986,1.2044011646846555,1.1944952033600718,0.6350145699842921,0.570714108224185,0.05353761921232601,0.09388465715466805,1.1770133720241704,0.3282912075519562,0.0003
61,1.4921005761848305,1.1935985583179403,1.1937513846271444,0.6416723109641165,0.5626584786289143,0.05559015203759356,0.09901738911867142,1.1763904727845722,0.33537185192108154,0.0003
62,1.4956920574296195,1.1989677829562493,1.1866387893568795,0.6458280064025015,0.5899415274835983,0.0594833161471025,0.10095174596557077,1.1762327160617925,0.3417501449584961,0.0003
63,1.4962882770682282,1.197276769943957,1.1957928639537883,0.6328461136458055,0.5744517490548907,0.0598099522714345,0.10421611003155978,1.1761196008924462,0.3478151857852936,0.0003
64,1.4903374100631137,1.1927296980372015,1.19018170293772,0.6229136608681589,0.5660543897241916,0.06162233995097988,0.10904058954625759,1.1762084427281032,0.3538466691970825,0.0003
65,1.496238132692733,1.1965935477670633,1.198338213956581,0.6002846090298779,0.5796475247392114,0.06560046443680548,0.11339298748182801,1.176415523302052,0.361129492521286,0.0003
66,1.4900215256888911,1.1909891456927892,1.1959028626387973,0.5666673082225727,0.5722041349366026,0.06564536831288967,0.11500337002974637,1.1750551020665987,0.366952121257782,0.0003
67,1.491175260183946,1.1904420605245627,1.2027148660623803,0.544802392428776,0.5823673892695949,0.06774457944732792,0.11642156386712812,1.1740874757610682,0.37288084626197815,0.0003
68,1.4919851546017628,1.1929616118377109,1.1959052288307335,0.4723231910534625,0.5834359723442005,0.06752101901286053,0.1158461792851394,1.174103475073564,0.37929558753967285,0.0003
69,1.4947863412353228,1.1952206593639445,1.1980351344594415,0.5690739930800672,0.575328251663244,0.07230907552084832,0.1261042612341215,1.1736933125844833,0.38593605160713196,0.0003
70,1.5003807139846514,1.2009518821284455,1.1974833393996616,0.579902285112525,0.5744941555104166,0.0740208220228834,0.12905968219604133,1.1736349396683226,0.392681747674942,0.0003
71,1.4816399182913438,1.1826006016641293,1.195918618508105,0.5966830894632159,0.5736431816838822,0.07669885540908238,0.13391818570078545,1.1730366230431022,0.40002134442329407,0.0003
72,1.4872478764012176,1.1885032428885407,1.1947289727768808,0.6239607907691092,0.5754342540255133,0.07961088362729775,0.1386544092927339,1.1726494626749258,0.4077577292919159,0.0003
73,1.499654270567984,1.2029596634630888,1.186518003355782,0.6511208639954621,0.5710620210980469,0.08113800115742774,0.14225258186178388,1.1750447447765118,0.41421082615852356,0.0003
74,1.4860216469134924,1.1875469639616192,1.1936569056420956,0.6045312769008133,0.5784651215346355,0.08522445230551486,0.14748144290357265,1.1738117199547426,0.42109164595603943,0.0003
75,1.4821462991102687,1.184401199502765,1.1907524725176253,0.5698436369311135,0.5765633515591891,0.0855576550623156,0.14858743942008829,1.1724397793763963,0.42717787623405457,0.0003
76,1.49905903834217,1.2007142912666753,1.1931335993532866,0.6135436622601635,0.5748417787956741,0.08634144461379861,0.15042804012883385,1.1741744898325235,0.4327675402164459,0.0003
77,1.4718482674292799,1.1733784698090464,1.1936361519795544,0.6076517498718118,0.5836493024286235,0.08915144345670376,0.15289205987498444,1.1703500141330545,0.43992477655410767,0.0003
78,1.4629712667105332,1.1650073415828202,1.1916177700150687,0.5947793002398509,0.6059575564456436,0.09520128214696669,0.1572659673555842,1.1698926316766631,0.4482722878456116,0.0003
79,1.4958121259257477,1.1978495008540604,1.1916111482764191,0.5984168693704425,0.5727925036313399,0.09115306765965696,0.15943861541883,1.1701809966359447,0.455695241689682,0.0003
80,1.4840008492739696,1.186136099527467,1.1912170513620917,0.6047793581800641,0.5735496091392805,0.09628109366826292,0.16814001129483278,1.1699497070805662,0.4621618688106537,0.0003
81,1.4829434043956253,1.184444375757901,1.1937510697346814,0.6124988625634391,0.5816322165840077,0.10024316145001717,0.17306410169826364,1.169910575820027,0.469160258769989,0.0003
82,1.4878524834255002,1.189655825776874,1.1925480748122592,0.5963944061747137,0.5907430806249943,0.10178563786002826,0.1726121818119625,1.1692243872803296,0.47541311383247375,0.0003
83,1.4648866630950064,1.165880171757824,1.1957823960286267,0.608930231265302,0.5901278409193147,0.10223105985600993,0.1734272134753893,1.1717178008353029,0.4824472963809967,0.0003
84,1.4810891893674742,1.1841169595718384,1.1876389440500512,0.6249281921476688,0.597222163992108,0.10714770024115185,0.17960359634093517,1.1693376736232046,0.4902259409427643,0.0003
85,1.477947158633538,1.1808615641773872,1.1880924139382705,0.6249306359381046,0.5797155263288966,0.10873136093031685,0.18762320589344456,1.1703309235707238,0.498872846364975,0.0003
86,1.4718158694933046,1.1752742877546347,1.185918412118588,0.619655357216889,0.5752519380371526,0.11030524955043253,0.1920984778201805,1.167804240075955,0.5077576041221619,0.0003
87,1.476863737376231,1.1785179084202029,1.1931447173064609,0.5964127868976233,0.58489631594352,0.11402919790092504,0.1953323281036233,1.1671106755772487,0.5143248438835144,0.0003
88,1.4836577649386424,1.186252330834011,1.1893735359299857,0.6204735119387789,0.5854026034193219,0.1185063510289732,0.20268822081808774,1.1674362154709494,0.5213227272033691,0.0003
89,1.4820333966669046,1.1858946062483877,1.1843107893781841,0.6109858919989388,0.5869163752726789,0.11789528575708282,0.20112792838294552,1.1683261850823774,0.5275951623916626,0.0003
90,1.4793065246546044,1.182233787932486,1.1880397346784484,0.6279171401599668,0.5903993057754805,0.11930997768100703,0.20246108438608781,1.1679472145375784,0.5353314280509949,0.0003
91,1.4641611688541916,1.1665679846169814,1.190117892229332,0.6371579597581107,0.5974151064764779,0.12277581374037941,0.20570991033653044,1.1673322132475608,0.5428404211997986,0.0003
92,1.489146518257429,1.1930870593718763,1.1839841244355687,0.6342562324595902,0.5785786127144436,0.12249076900617131,0.21196141361065632,1.1667305640382524,0.5511536598205566,0.0003
93,1.4845571945298393,1.187100907541671,1.1895723612803333,0.631977803302261,0.5845063750473958,0.12807828173884805,0.2195298193760638,1.1679795347792752,0.5580570697784424,0.0003
94,1.485882671374195,1.189078297255174,1.186977541671609,0.5999230427562066,0.5823714030238817,0.1290428565358216,0.2221049503335413,1.1672113490431557,0.5651432275772095,0.0003
95,1.4814254405363552,1.1854871916321088,1.1835073255143076,0.6142725877042087,0.5840102810904665,0.13219271094169258,0.22678209785020575,1.1680579848558152,0.5730394124984741,0.0003
96,1.466275988884692,1.167726091618808,1.193945918443068,0.6341149705760883,0.5827938070837057,0.13355071561516457,0.22946818060470078,1.166429341676193,0.5794970989227295,0.0003
97,1.4750778877510216,1.1790182837900125,1.184005471895326,0.5823713406076971,0.59432064643446,0.13818615928011121,0.23344836257538706,1.1654446853763398,0.5868331789970398,0.0003
98,1.471925748969024,1.174510324901005,1.189440704741568,0.5524813909575624,0.5739859916129202,0.13849057622675626,0.2415556584326726,1.1660060369944738,0.5935977101325989,0.0003
99,1.4841666469034158,1.1872879694092948,1.1872871799289055,0.5689111070812873,0.5900759938752876,0.14312331631498518,0.24279829972195174,1.1664518362556777,0.600452184677124,0.0003
100,1.465400144738971,1.1690308620344918,1.1852494478225708,0.5691882231325474,0.5852010992338073,0.1489389994234409,0.25500143474003056,1.165440622377588,0.607138454914093,0.0003
101,1.4658706165709585,1.1696651724149596,1.1845978048612487,0.5599936477418216,0.5810147338318374,0.1486610362552247,0.25626113982695453,1.166019569230735,0.6155162453651428,0.0003
102,1.4396127484879404,1.1427509975883197,1.187217631429996,0.5735222472334808,0.5944303004246838,0.1526758794514638,0.25784796504479535,1.1650856744738636,0.6244761943817139,0.0003
103,1.473493164440371,1.1778471424894512,1.1823465126865316,0.5939394235610962,0.6074795020076463,0.155862014389263,0.2569826141280948,1.1669694354738425,0.6307620406150818,0.0003
104,1.4773978174857374,1.182199259973922,1.1805539378580057,0.6007193405673189,0.6071417028049253,0.15739061191396894,0.2598119985382512,1.1665033769314423,0.6386203169822693,0.0003
105,1.4759006050397765,1.1793274204686004,1.1860373447526176,0.6384597983000413,0.5855658942798398,0.15799514274552184,0.27017913533831545,1.1632099267045732,0.6456074118614197,0.0003
106,1.482720267097905,1.1869462885946598,1.1828553879036094,0.6012936594351282,0.5862260370884301,0.16310755964720025,0.2784776083141003,1.1663312976635782,0.6506102681159973,0.0003
107,1.4691860046026841,1.1730823786753528,1.1841717643557854,0.6069352525585102,0.5848719775676727,0.16235895792268357,0.2780277003657143,1.1659256877839046,0.6583715677261353,0.0003
108,1.450020857577054,1.153114917143336,1.1873817623786207,0.6051262403434178,0.5982653093787859,0.16891462510486818,0.2826797717584754,1.1657967954334891,0.6649966835975647,0.0003
109,1.4606659164968527,1.163502907977914,1.1884074166135967,0.6114996030645551,0.5930336005282852,0.16781714657005273,0.2832855905564326,1.1634437827906685,0.6737246513366699,0.0003
110,1.4622104797723159,1.165949803478313,1.1847961196359598,0.6164486363249005,0.5936260943142873,0.17042157981755598,0.2875337668184964,1.1644538597944802,0.6811492443084717,0.0003
111,1.4482653051052454,1.152153602186239,1.1842004353145383,0.6159499658728546,0.6060779398342349,0.16972702657276728,0.28058220980302345,1.1639963888744889,0.688903272151947,0.0003
112,1.4520554677495416,1.156274472767452,1.1828922010817617,0.579381156642482,0.6197827435889334,0.1766176533024266,0.2853740282216162,1.164226406800791,0.6974560618400574,0.0003
113,1.4725768138777535,1.1770176943743005,1.1819950094762839,0.6036584096134834,0.5963553370169874,0.17761676575777666,0.29797105856661527,1.163781142341922,0.7043502926826477,0.0003
114,1.4615015353796617,1.165753742433944,1.1827535314379998,0.594041107960467,0.5964095614991098,0.17775359806024804,0.29815179446958145,1.1669771283176815,0.7121416330337524,0.0003
115,1.4726229636174328,1.1772418168355834,1.181278426692171,0.6154199534992002,0.5988372350638768,0.182421346318047,0.30501000948672025,1.1644611919749812,0.7193229794502258,0.0003
116,1.442835735824873,1.147261012275264,1.1820600617606685,0.5971000498195864,0.6024449366443562,0.1812066725402508,0.3013024588800826,1.162794264503262,0.7253959774971008,0.0003
117,1.4753246532296234,1.1804466629928012,1.1792809153502841,0.5776063327519398,0.6114914057389745,0.18470036111912638,0.30256267341802706,1.1620006807251746,0.7319690585136414,0.0003
118,1.4623566348597687,1.167897397617124,1.1776195179741338,0.5435802014368885,0.5874409456298036,0.18808402486567227,0.3209005819176728,1.1635377766467934,0.7404710054397583,0.0003
119,1.4648310575845107,1.17081581196695,1.175838344501999,0.5566367045888361,0.602235200832475,0.19051104952704231,0.31666801110753473,1.1636718477658767,0.745018720626831,0.0003
120,1.4465122335361984,1.1519366873885102,1.1780634668638121,0.59680859547741,0.6010967852934351,0.19782186369850951,0.32911068201065063,1.1635558043138188,0.7514963150024414,0.0003
121,1.4654576958350416,1.171203059970208,1.1767757186349832,0.607034407696634,0.5913071030715726,0.19173783373157932,0.32417125578196543,1.1636410449379142,0.7604396343231201,0.0003
122,1.4519962342280262,1.1567538121961198,1.180722322104112,0.6184867395544952,0.6114819252266074,0.19702089310816998,0.32284990515349044,1.1650915938094155,0.7654285430908203,0.0003
123,1.478812114247736,1.1851155353042315,1.1745484437582627,0.5946149106295604,0.6012152866372522,0.19400954330867193,0.32297093126009097,1.1638814746533455,0.7676019072532654,0.0003
124,1.453774371237125,1.15821388420069,1.1820038871945076,0.5950440730688706,0.6006232140199194,0.19161832866803655,0.31931563312152644,1.1659633223479204,0.7753792405128479,0.0003
125,1.465686170560009,1.1721682975877006,1.1738238514594312,0.6190454251361344,0.6060453355312347,0.19983319150951673,0.3300794081867866,1.163443231458713,0.780967652797699,0.0003
126,1.4667219823261477,1.1714400952717043,1.1808767498664137,0.6271065226141012,0.5937018990516663,0.19782861673607016,0.3336630829100339,1.1645371938826259,0.7871847152709961,0.0003
127,1.4588236403915118,1.1642810668585435,1.1779213086614069,0.6225069682553129,0.598214087058913,0.19854603117367006,0.33221570725710886,1.1614450620025545,0.7938374876976013,0.0003
128,1.4594260476670176,1.165824998099849,1.1741587913261269,0.6135161541542917,0.6013358359066945,0.19893200386245297,0.3310468247476614,1.1605626678458614,0.8019092679023743,0.0003
129,1.4694896351616338,1.1753635147832475,1.1762644389890275,0.6000874020018667,0.5976541317858786,0.20772895076364842,0.348193495903375,1.1625501219598722,0.8102884888648987,0.0003
130,1.4477563601619792,1.153387944653349,1.1772421778373,0.5786524415016174,0.5977866154796673,0.2147111974234851,0.3597126310726382,1.1620720489935057,0.8164138197898865,0.0003
131,1.4581186568961952,1.1631826567199994,1.1795098601647143,0.585272658546016,0.5994493151610752,0.21663689894496269,0.3622120680674067,1.1613248243194825,0.8217926621437073,0.0003
132,1.4454539834328417,1.1503047706945888,1.1803592488450825,0.5939322215206219,0.6045680855805019,0.21958551513698865,0.3640738607577558,1.1612466413003277,0.826597273349762,0.0003
133,1.4467907896581687,1.1521583638101254,1.1782965682587534,0.5828870006327359,0.6136555221845519,0.20755003533273372,0.3388942873702859,1.1606042489452837,0.8314897418022156,0.0003
134,1.4475845773265046,1.1520202126143113,1.1820292540316313,0.5704401883314241,0.6221818957688674,0.21361818094298524,0.34421348571777344,1.1616015547270333,0.8378642201423645,0.0003
135,1.4513872479492764,1.1568870128325697,1.1777851244188704,0.5394431796838652,0.6186733290834247,0.21349057274044686,0.34566658847736864,1.1638826309646808,0.8448213934898376,0.0003
136,1.4552376135340277,1.1607868738894194,1.1775825563466773,0.5510622712801088,0.608588567319906,0.2146289016840593,0.35311818404017753,1.1639698978140558,0.8510949015617371,0.0003
137,1.4483689564578939,1.1529305566031978,1.1815243599549778,0.5732547989431417,0.6220191649670871,0.22448529668574063,0.3611108345805474,1.1663862490250667,0.856611430644989,0.0003
138,1.4579169750213623,1.1641409239679013,1.174868349759084,0.5896959563471237,0.6267962871857409,0.23124630271263844,0.3692385869206123,1.1667841081515493,0.8638918399810791,0.0003
139,1.4391076474819544,1.14512271138857,1.1757097199278057,0.5750197711980568,0.6087643987727616,0.22892722993526818,0.37675222754478455,1.1630154281206482,0.869178295135498,0.0003
140,1.456561192026678,1.1605490446090698,1.18382299396227,0.5640093987842776,0.6039831390920675,0.2215614327282276,0.36758669536068755,1.1620553273580156,0.8737778663635254,0.0003
141,1.4569584828502726,1.1637052207622889,1.1727881476564228,0.5621381514477279,0.6155687829233566,0.2291875515344008,0.3725275009308221,1.1642600252053565,0.8810387253761292,0.0003
142,1.4472645251256115,1.1535882140105624,1.1744878876884028,0.5434753906052068,0.6133588305059469,0.23084894103823966,0.3771404893893116,1.1702233286828794,0.8854849934577942,0.0003
143,1.4567817966893035,1.1633933962516065,1.173341008852113,0.5314565317810707,0.6017979923284279,0.23125355845352388,0.3850289723783169,1.1622349742438052,0.8894854784011841,0.0003
144,1.4460447081979715,1.1533070555273093,1.170734684422331,0.5398836788141502,0.6116240749943931,0.23552706865769513,0.3854622374165733,1.1621186457534936,0.8957054018974304,0.0003
145,1.4498333188722718,1.1550775136587754,1.1788075397599418,0.5392631894012667,0.6082848996486304,0.23035361406938085,0.37942584618082587,1.1629139831037438,0.8999167680740356,0.0003
146,1.444976880865277,1.1501697684234042,1.1790171636725373,0.5281509734549612,0.6188379424922871,0.23237100693414797,0.3757088763533898,1.1624939538048022,0.905985414981842,0.0003
147,1.4617141665152784,1.1696465082888334,1.1680553791657933,0.5380572243681494,0.6036713640644865,0.23830370380068724,0.3951905324773968,1.1614809264049981,0.9090325832366943,0.0003
148,1.4649821812251829,1.1720940414464698,1.1713277438901506,0.5620053511745525,0.6058744518262036,0.2363608313618966,0.39027331291504624,1.1637536715325352,0.9153686761856079,0.0003
149,1.4402813034237556,1.146887165195537,1.1733570818631154,0.5486122324781598,0.6179896683063147,0.23550777559010488,0.38151069126039183,1.1604791100470022,0.9201043844223022,0.0003
150,1.452585056142987,1.158787652006689,1.1749804627220586,0.5228076965179084,0.6221227938274168,0.24571100917627225,0.39610223219079793,1.1613700223622039,0.9271220564842224,0.0003
151,1.4653476431684673,1.172231914862147,1.1722489662890165,0.5348383126393804,0.6078989067167606,0.24433224690410327,0.4027691832128561,1.1597138102318068,0.930409848690033,0.0003
152,1.4229158387993865,1.1277773672679685,1.1803483333227769,0.5139492024790566,0.624756506029165,0.24346234466669694,0.38977297803141037,1.1610066969921762,0.9375836253166199,0.0003
153,1.4604474778445262,1.1672433513515401,1.1725980088395893,0.5464941909853017,0.6152107839314442,0.24215828079097676,0.39410835616993456,1.1605958333387871,0.9413217306137085,0.0003
154,1.4723025312963522,1.1799545018178113,1.1691665154583049,0.563905804787042,0.6036309869784229,0.24346115735341917,0.4036849557228808,1.1597746093769918,0.9436877965927124,0.0003
155,1.4453624239507712,1.1521984698637477,1.1724175777075425,0.5956067948971154,0.632354440554133,0.2440466414082725,0.3865237607146209,1.1631900630880125,0.9482661485671997,0.0003
156,1.456385781180184,1.1629150138711029,1.1736525926949843,0.5762230461498477,0.6173578185855217,0.24317076155599557,0.3943079305144976,1.1586894324680055,0.9536132216453552,0.0003
157,1.4511573314666748,1.157320645620238,1.1751120967685051,0.5866392322306363,0.6124035120010376,0.24353730566096757,0.3986969764502543,1.159076471897991,0.9582754373550415,0.0003
158,1.4535542141716435,1.1609375139452376,1.170239785932145,0.5675051628418688,0.612632228518432,0.2380564314014507,0.38989984708012276,1.1590818825606384,0.9624044299125671,0.0003
159,1.464045693289559,1.1712772441360186,1.1708535270870857,0.5506385868450381,0.6204903294455331,0.2405123511012995,0.38773016209872263,1.1583698743690984,0.9627173542976379,0.0003
