model_a,model_b,metric,n_users,delta,ci_low,ci_high
g_learned,g_reset_query_only,accuracy,361,0.010068863115954528,-0.0028349532123770342,0.0233561490832959
g_learned,g_swapped_same_language,accuracy,361,0.0040655366486391405,-0.007922089932997133,0.016605984428006593
g_learned,g_reset_query_only,nll,361,-0.02796049208118853,-0.040724799660424124,-0.015989507533076337
g_learned,g_swapped_same_language,nll,361,-0.016125657750590685,-0.027106067292853604,-0.005526210608450869
g_learned,g_reset_query_only,brier,361,-0.015845386126731156,-0.022864709966635824,-0.009403318706727698
g_learned,g_swapped_same_language,brier,361,-0.010952200121731093,-0.01710638173725302,-0.004682002417910569
