epoch,train_loss,train_query_ce,train_support_ce,train_g_norm,val_nll,person_scale
1,1.7215226618748791,1.3770970218586471,1.3776451326766104,0.14358434102164125,1.3645184880150338,0.10190526396036148
2,1.6888222649412334,1.351346584985841,1.349628986052747,0.6843213202818385,1.326379074106893,0.1047370508313179
3,1.6349370119706639,1.3079317290827912,1.3076107501983643,1.025858538330726,1.2779098703400542,0.10752445459365845
4,1.581991895189825,1.2639075630116012,1.2719050825766798,1.0806114201275807,1.2421494970752558,0.10970770567655563
5,1.558587040541307,1.2455178971560497,1.251845438525362,1.0777738881560992,1.2267764138437562,0.11104230582714081
6,1.5570086173291475,1.2470577302968726,1.239385481150645,1.0451934022723504,1.2217133042276587,0.11153534799814224
7,1.5391846512848477,1.2303368505441918,1.2349994519971452,0.9793578105152778,1.2175521968572895,0.11213164031505585
8,1.5358899022048373,1.2282496285888385,1.2302221037306875,0.8475015399590978,1.2149982915555344,0.11244487017393112
9,1.531191328786454,1.2231319625422639,1.2320456504821777,0.4795241389634474,1.2131693175365552,0.11299366503953934
10,1.5264222959302507,1.2183740228976843,1.2320110730405123,0.454995333023791,1.2110409835929181,0.1139397993683815
11,1.5216365692750462,1.2139190120517083,1.2306757333143703,0.48632364677933027,1.2090713148353756,0.11527576297521591
12,1.546041045548781,1.2410726659702804,1.219684677303962,0.47207076482053073,1.2074841104641616,0.11704429239034653
13,1.5243449076166693,1.218035470764592,1.2250283821573797,0.5234529792137865,1.2057906754106653,0.11851203441619873
14,1.5300022228708807,1.2238315996134057,1.2244722798185528,0.5256112988265056,1.204462773326153,0.12066743522882462
15,1.5084205011151872,1.2029386129019395,1.2216912575487822,0.5907422967676846,1.2035813790330778,0.12283546477556229
16,1.528277891986775,1.2244537146586292,1.2150727982790965,0.5597410657495823,1.201991504322454,0.12513335049152374
17,1.528183379263248,1.2230818788960296,1.2202088900332182,0.49279224985050707,1.20105927616513,0.127640962600708
18,1.5195470576016408,1.2161936332594674,1.213192710336649,0.5525240004062653,1.2004681440436,0.13059598207473755
19,1.522163064974659,1.2185967710782897,1.2140523487666868,0.5319764670336021,1.1995052535597226,0.1332235038280487
20,1.5161043607963707,1.2128188812507774,1.2129325866699219,0.5234522594595855,1.1989368593760397,0.13598358631134033
21,1.5303101202227034,1.2262156482012767,1.2161549172311459,0.5574919283390045,1.1986124726775964,0.1391606628894806
22,1.5186466653392,1.2147995188551128,1.2151784019650154,0.5254289811512209,1.1977383795887884,0.14235995709896088
23,1.517411103788412,1.2144626109105237,1.2115691720314745,0.561891994948657,1.1979247789530205,0.14523467421531677
24,1.5110163418751843,1.2080699250383198,1.2115671229812335,0.546421690369552,1.1967276126422572,0.14847074449062347
25,1.5190070890030771,1.2159161477718714,1.2121377890964724,0.5649251510512154,1.1964866307217037,0.15190117061138153
26,1.5140508503284094,1.2108243838796076,1.2127177985209339,0.47021525873328157,1.1960480998558305,0.1548411250114441
27,1.511930521929039,1.2101307005252477,1.206999144464169,0.5004683384355509,1.1950367119211276,0.1581777036190033
28,1.5041507932375062,1.201938051097798,1.2086446375217077,0.5158171265755059,1.1946366896685743,0.16190025210380554
29,1.4897257741892114,1.189051625863561,1.2024806670422823,0.539965679060738,1.1937245144105297,0.16562125086784363
30,1.5112046520665008,1.2080227249073532,1.2125120162963867,0.5391605940629851,1.1936565105266264,0.16924545168876648
31,1.5140506411498447,1.2127467123967297,1.2049987968408837,0.5424206324343411,1.1935005871026212,0.17326921224594116
32,1.5001967358139325,1.1978327733165812,1.2092178767582156,0.5949259029244477,1.19268837352301,0.1771359145641327
33,1.5102631056083824,1.209714727581672,1.2019486539768722,0.6121233263105716,1.1921153340094544,0.1811184585094452
34,1.506344403860704,1.2054085720260188,1.2034999582002748,0.6084335997419538,1.1919053334322738,0.18526002764701843
35,1.5075525405272,1.2045683051055331,1.2116998141666628,0.5927640823823102,1.191502224613877,0.18938222527503967
36,1.5315073908499952,1.2302783165337905,1.204685334889394,0.5774212771991514,1.1921043262686575,0.19338580965995789
37,1.5002690868557624,1.1977778425756491,1.2097276854065229,0.5933235208943205,1.1911579214796386,0.1976245939731598
38,1.4876891082187869,1.1865525740497518,1.2042947782660431,0.6284574596387036,1.190696772303515,0.2019917219877243
39,1.5067439619100318,1.2056835912308603,1.2040026750204698,0.5969356298446655,1.1901975923189088,0.20634382963180542
40,1.5012970015687763,1.2012494037736137,1.1999782278852642,0.53042674683175,1.1905872218783886,0.21081747114658356
41,1.5030003943533268,1.2029379651231586,1.2000385680288639,0.5278140660726799,1.189343566033434,0.21563634276390076
42,1.4904090570953656,1.1895179816012114,1.203342226316344,0.5551745874701806,1.1890906825686673,0.22035634517669678
43,1.486917790376915,1.1865511660305958,1.2012371522075724,0.5734381889397243,1.1888813173448092,0.22542895376682281
44,1.5031770355296585,1.201961211438449,1.204614886697733,0.6211509513405135,1.1882671257466808,0.2307397425174713
45,1.5090212529560305,1.2077159409253102,1.2049541450896353,0.6676224740046375,1.1890139100780772,0.23517842590808868
46,1.4937225737661686,1.1924601073534984,1.2047421774774227,0.7692018443683408,1.1875231942120519,0.23920752108097076
47,1.506237563097252,1.2067321471448214,1.1977123606879756,0.7733301745270783,1.1876915563848027,0.24423719942569733
48,1.4951479592413273,1.1955798155856583,1.1979915803333498,0.7024407566718336,1.1870905101546074,0.24903057515621185
49,1.5051814272718609,1.204097129263968,1.2040752419885599,0.6549583066184566,1.1868684624073909,0.2538730800151825
50,1.4888031820081316,1.1882879554100756,1.2018085583200995,0.6308298268408146,1.186465232182801,0.2583008110523224
51,1.49425001414317,1.1935494609598845,1.2025408992227518,0.65335994284108,1.185637931497963,0.2641201913356781
52,1.493840775399838,1.194947451915381,1.1953231478637119,0.6253636400654631,1.186222645768821,0.26978549361228943
53,1.486905372367715,1.1878922390487958,1.195779172879345,0.6834641290160844,1.1854367349597539,0.2743007242679596
54,1.507388875169574,1.2091509463652126,1.1927185913301863,0.5829109892530261,1.1854325720379544,0.2797606289386749
55,1.4961498098553352,1.1980438637283612,1.1921848935900994,0.5972679291131362,1.1851868500038452,0.2859298586845398
56,1.476138398332416,1.1751975248444755,1.2034980643470332,0.663642166920428,1.1840746221121368,0.2912692427635193
57,1.5020824918207132,1.2030254175078194,1.1959762798165374,0.630144329565876,1.1850251907572864,0.2979891300201416
58,1.4846748540986259,1.185123326643458,1.1979528395634778,0.6331110248025859,1.1838452246004572,0.30402013659477234
59,1.488727054505978,1.1914736752240163,1.188754434855479,0.6476352495967217,1.1836620625552559,0.30964240431785583
60,1.4957324423879947,1.1972137509651903,1.1938289381423086,0.614610141178347,1.1825691059466896,0.3155425190925598
61,1.4956638363172423,1.197108358707068,1.1939670814658112,0.6370129484050678,1.1830917974484738,0.32153311371803284
62,1.5083673472674388,1.210977149459551,1.1893001794815063,0.6515176667357391,1.18241363640462,0.32655343413352966
63,1.483966404536985,1.1855676219148457,1.1933537609172318,0.603335681951271,1.1812646041315957,0.3318987190723419
64,1.492533562318334,1.1933300450163067,1.1965813456841234,0.5817560806589307,1.1819098935752934,0.3379955291748047
65,1.486714925406114,1.188182162788679,1.1939044268626087,0.5666624279517047,1.1809200870795415,0.34390196204185486
66,1.4715894010831725,1.1744319200515747,1.1883977134272736,0.5805930315323595,1.180119453549175,0.34992074966430664
67,1.4880678158886027,1.189598799876447,1.1936520585473978,0.560064989440846,1.1809338536080383,0.3557795286178589
68,1.4767098831680585,1.1791070879630323,1.1901957381446406,0.5385515183772681,1.1814454907264298,0.3611937165260315
69,1.4908601293024026,1.1946610257310688,1.1845620533205428,0.5859117704742359,1.179087991054819,0.3673650026321411
70,1.490477775627712,1.1938205057719968,1.1863931507434484,0.5897800815555284,1.179606412831624,0.3738640546798706
71,1.4922810005691816,1.1935030964185607,1.1948811243165214,0.5762566507987257,1.179021013940812,0.3798374831676483
72,1.4881796499468245,1.1911615065808565,1.1878274251829903,0.6128561328042228,1.1777945684602802,0.3861708641052246
73,1.4893976967289764,1.191510481654473,1.1913068317017466,0.6051487720237588,1.1769413002397977,0.3918909430503845
74,1.490958814351064,1.192604899406433,1.1931644723100483,0.6279943506672697,1.17659299587742,0.3982429802417755
75,1.480763592810001,1.1841914631285757,1.1860317284206174,0.6419271005774444,1.1762122034240543,0.4051577150821686
76,1.4683429317654304,1.171759618903106,1.1860887127102546,0.6114033786755688,1.1751312482220932,0.41164860129356384
77,1.4930443921179142,1.1954446851082567,1.190165915579166,0.5821878988787813,1.1764756622793797,0.4186527729034424
78,1.4793273300494787,1.181974673046256,1.1891844182644251,0.5656592660355118,1.1764980354438652,0.4257023334503174
79,1.484060546137252,1.1876088178382729,1.1855910116771482,0.5397776888226563,1.174847049675016,0.432458758354187
80,1.4624559744349066,1.1662573589468903,1.1845770174602293,0.5435970762990555,1.1738768651184532,0.44014206528663635
81,1.4623548692127444,1.1646657664820832,1.1905351269919917,0.553352749010302,1.1742290671886533,0.44903481006622314
82,1.4824841584799424,1.1859590658601724,1.1858764774394486,0.5597639207570058,1.172838125434477,0.4576963782310486
83,1.483623356189368,1.1865319395965,1.1881513033273086,0.5359149052287048,1.1737446004007501,0.46458545327186584
84,1.463451347261105,1.1665767588705387,1.1872769189330767,0.5535758109587543,1.172857635095099,0.4709708094596863
85,1.4822482410466895,1.1857169034346096,1.1859006544329085,0.5617535985865683,1.1719253883360512,0.47795069217681885
