epoch,train_loss,train_query_ce,train_support_ce,val_nll,person_scale
78,1.1281214015824454,0.894484321985926,0.9340956679412297,0.9376698682822296,2.0836093425750732
79,1.129807065640177,0.9040633695466178,0.9025287521736962,0.9372037115673817,2.0878846645355225
80,1.1005080810614996,0.8715467602014542,0.9153952981744494,0.9365503058955783,2.0928587913513184
81,1.1457266552107674,0.9193585493734905,0.9050271660089493,0.9351413803327708,2.0974533557891846
82,1.1393778771162033,0.9134209709508079,0.9033830421311515,0.9333767105897307,2.101323127746582
83,1.1244977904217583,0.895771209682737,0.9144561205591474,0.9319887458240135,2.1054799556732178
84,1.1074783099549157,0.8786554677145821,0.9148431164877755,0.9309566651376311,2.1092867851257324
85,1.1378027477434702,0.9113158945526395,0.9054977680955615,0.9299978355945248,2.1132562160491943
86,1.1122246938092368,0.8848582868065152,0.9090160727500916,0.9287127138465167,2.1179513931274414
87,1.1227865091391973,0.8987903871706554,0.8955338001251221,0.9276166355661541,2.122755765914917
88,1.1065038783209664,0.8777305760553905,0.9146529989583152,0.9260101450595025,2.1271166801452637
89,1.1295094383614404,0.9056119556937899,0.8951383360794612,0.925114022710346,2.1314895153045654
90,1.110105887055397,0.8849223043237414,0.9002826022250312,0.9240760789986544,2.136181592941284
91,1.090550837772233,0.8648108094930649,0.9025078543594905,0.9229785865942275,2.1412367820739746
92,1.102028638124466,0.8750141263008118,0.9076062611171177,0.9217499520339046,2.145780086517334
93,1.1151990060295378,0.8905673729521888,0.8980828183037894,0.9207834530420196,2.150505542755127
94,1.1198808082512446,0.8971621138708932,0.8904231424842562,0.9198692242951907,2.1545190811157227
95,1.120377059493746,0.8940810539892742,0.9047367700508663,0.9184749039049466,2.158677101135254
96,1.111276428614344,0.8896610268524715,0.886014814887728,0.9177541166922044,2.163299560546875
97,1.0995053542511803,0.8760607349021095,0.8933364301919937,0.9169607626572562,2.1675517559051514
98,1.1224292410271508,0.897618483219828,0.8987982209239688,0.9162314246574167,2.171351194381714
99,1.1219883007662637,0.898049859063966,0.8953039518424443,0.9149625322222688,2.175429582595825
100,1.1043265674795424,0.8820568663733346,0.8886324976171766,0.9145189924391349,2.179645299911499
101,1.094504571386746,0.8735260495117733,0.8834702457700457,0.9134081131218604,2.1849517822265625
102,1.109397258077349,0.8900208047458104,0.8770547275032315,0.9121087591940555,2.189662456512451
103,1.104157852275031,0.8812016993761063,0.8913785219192505,0.9108094857859241,2.193716049194336
104,1.1310227598462785,0.9106201635939735,0.8811638397829873,0.9100834693807317,2.1974873542785645
105,1.0747796935694558,0.8515464812517166,0.8924876238618579,0.9086506309751115,2.20220947265625
106,1.084065590585981,0.8619038398776736,0.8882090768643788,0.9085689082853604,2.206862449645996
107,1.1309963592461176,0.9099930567400796,0.8835704496928624,0.9083898512187298,2.210616111755371
108,1.112048892038209,0.896173472915377,0.8630595334938594,0.9077554535290346,2.214609384536743
109,1.1224081729139601,0.900903256876128,0.8855760331664767,0.9065920502924625,2.2178354263305664
110,1.087026217154094,0.8654294205563409,0.8859452903270721,0.9054395588199979,2.2226521968841553
111,1.1096076624734061,0.8914716222456524,0.8721005639859608,0.9043106572574642,2.2272074222564697
112,1.0834160425833292,0.8595626396792275,0.8949720987251827,0.9035242253824126,2.232323408126831
113,1.0580969687019075,0.8367254585027695,0.8850427674395698,0.9024587740484423,2.2379977703094482
114,1.114628717303276,0.8968679479190281,0.8706003661666598,0.9015630556042924,2.2422823905944824
115,1.0747230436120714,0.8572763630322048,0.8693479810442243,0.9008370418215285,2.2474071979522705
116,1.088297643831798,0.8716897815465927,0.8659906664064952,0.9013006266330085,2.2527642250061035
117,1.0827263700110572,0.8647406867572239,0.8715021525110517,0.9001714849423391,2.2574353218078613
118,1.0800408210073198,0.8621105615581784,0.8712790736130306,0.8998788574942307,2.261946678161621
119,1.0899275881903512,0.8692300702844348,0.8823539337941578,0.8993651746614936,2.2670280933380127
120,1.0681542775460653,0.8519431097166879,0.8644086420536041,0.8976253745006955,2.2723073959350586
