category,n,match_rate,median_normalized_rank,mean_normalized_rank
ask_to_forget,719,0.7510431154381085,0.3654665118079752,0.3792687257795216
independent_or_other,1458,0.8285322359396433,0.38571428571428573,0.3837174767031673
native_update,782,0.6982097186700768,0.8823479152426521,0.8766743154242349
