condition,median_p_true,p_true_lt_0.01,p_true_lt_0.05,median_nll,nll_p95,nll_max
llm_query_only,0.18,0.0,0.02295918367346939,1.7147984280919266,2.995732273553991,4.605170185988091
ats_reset,0.40758608131749163,0.0,0.007653061224489796,0.8975041698810096,1.8661998030390576,3.704054465089924
ats_g,0.4391458029630333,0.002551020408163265,0.007653061224489796,0.822925935719089,1.9446399909914267,4.808269189647805
rag_selected_cf,0.3,0.002551020408163265,0.015306122448979591,1.203972804325936,2.995732273553991,27.631021115928547
ats_g_plus_rag_cf,0.4474764088856129,0.002551020408163265,0.01020408163265306,0.8041372347156532,1.7554946539635705,6.711364491171039
